#SSD VISUALIZATION MODE TRACE: 2 PLANES X 32 BLOCKS X 32 PAGES
#Output from DiskSim execution of ReusableSSD
#Input is a version of the prn_0 trace from MSR Cambridge,
# accessing only 1200 logical pages (to fit in a small screen demo).
#Resources
# DiskSim and SSD extension: 
#  http://www.pdl.cmu.edu/DiskSim/
# MSR Cambridge traces:
#  http://iotta.snia.org/tracetypes/3
# ReusableSSD paper: 
#  https://www.usenix.org/conference/fast15/technical-sessions/presentation/yadgar
S <0,0> Active1 
W 1 420 <0,30,24> 
W 1 896 <0,30,25> 
W 1 896 <0,30,26> 
W 1 896 <0,30,27> 
W 1 896 <0,30,28> 
W 1 896 <0,30,29> 
W 1 896 <0,30,30> 
S <0,30> Used 
S <0,23> Active1 
W 1 896 <0,23,0> 
B <0,29> 
E <0,29> 
G <0,29> 
W 1 896 <0,23,1> 
W 1 896 <0,23,2> 
W 1 896 <0,23,3> 
W 1 896 <0,23,4> 
W 1 896 <0,23,5> 
W 1 420 <0,23,6> 
W 1 896 <0,23,7> 
W 1 896 <0,23,8> 
W 1 544 <0,23,9> 
W 1 896 <0,23,10> 
W 1 896 <0,23,11> 
W 1 896 <0,23,12> 
W 1 896 <0,23,13> 
W 1 896 <0,23,14> 
W 1 896 <0,23,15> 
W 1 420 <0,23,16> 
W 1 896 <0,23,17> 
W 1 896 <0,23,18> 
W 1 896 <0,23,19> 
W 1 896 <0,23,20> 
W 1 896 <0,23,21> 
W 1 896 <0,23,22> 
W 1 896 <0,23,23> 
W 1 896 <0,23,24> 
W 1 896 <0,23,25> 
W 1 896 <0,23,26> 
W 1 544 <0,23,27> 
W 1 896 <0,23,28> 
W 1 896 <0,23,29> 
W 1 896 <0,23,30> 
S <0,23> Used 
S <0,24> Active1 
W 1 896 <0,24,0> 
B <0,25> 
M 1 329 <0,24,1> 
M 1 330 <0,24,2> 
E <0,25> 
G <0,25> 
W 1 896 <0,24,3> 
W 1 896 <0,24,4> 
W 1 463 <0,24,5> 
W 1 463 <0,24,6> 
W 1 896 <0,24,7> 
W 1 896 <0,24,8> 
W 1 896 <0,24,9> 
W 1 896 <0,24,10> 
W 1 896 <0,24,11> 
W 1 896 <0,24,12> 
W 1 896 <0,24,13> 
W 1 896 <0,24,14> 
W 1 896 <0,24,15> 
W 1 896 <0,24,16> 
W 1 544 <0,24,17> 
W 1 544 <0,24,18> 
W 1 896 <0,24,19> 
W 1 896 <0,24,20> 
W 1 896 <0,24,21> 
W 1 896 <0,24,22> 
W 1 896 <0,24,23> 
W 1 896 <0,24,24> 
W 1 896 <0,24,25> 
W 1 896 <0,24,26> 
W 1 896 <0,24,27> 
W 1 896 <0,24,28> 
W 1 896 <0,24,29> 
W 1 896 <0,24,30> 
S <0,24> Used 
S <0,25> Active1 
W 1 896 <0,25,0> 
B <0,23> 
M 1 420 <0,25,1> 
E <0,23> 
G <0,23> 
W 1 896 <0,25,2> 
W 1 896 <0,25,3> 
W 1 896 <0,25,4> 
W 1 896 <0,25,5> 
W 1 896 <0,25,6> 
W 1 896 <0,25,7> 
W 1 896 <0,25,8> 
W 1 896 <0,25,9> 
W 1 896 <0,25,10> 
W 1 896 <0,25,11> 
W 1 896 <0,25,12> 
W 1 896 <0,25,13> 
W 1 896 <0,25,14> 
W 1 896 <0,25,15> 
W 1 896 <0,25,16> 
W 1 896 <0,25,17> 
W 1 896 <0,25,18> 
W 1 896 <0,25,19> 
W 1 896 <0,25,20> 
W 1 896 <0,25,21> 
W 1 896 <0,25,22> 
W 1 896 <0,25,23> 
W 1 896 <0,25,24> 
W 1 544 <0,25,25> 
W 1 896 <0,25,26> 
W 1 896 <0,25,27> 
W 1 896 <0,25,28> 
W 1 896 <0,25,29> 
W 1 896 <0,25,30> 
S <0,25> Used 
S <0,29> Active1 
W 1 896 <0,29,0> 
B <0,30> 
M 1 4 <0,29,1> 
M 1 5 <0,29,2> 
E <0,30> 
G <0,30> 
W 1 896 <0,29,3> 
W 1 896 <0,29,4> 
W 1 896 <0,29,5> 
W 1 896 <0,29,6> 
W 1 420 <0,29,7> 
W 1 896 <0,29,8> 
W 1 896 <0,29,9> 
W 1 896 <0,29,10> 
W 1 896 <0,29,11> 
W 1 896 <0,29,12> 
W 1 896 <0,29,13> 
W 1 896 <0,29,14> 
W 1 896 <0,29,15> 
W 1 544 <0,29,16> 
W 1 896 <0,29,17> 
W 1 896 <0,29,18> 
W 1 896 <0,29,19> 
W 1 896 <0,29,20> 
W 1 896 <0,29,21> 
W 1 896 <0,29,22> 
W 1 896 <0,29,23> 
W 1 896 <0,29,24> 
W 1 420 <0,29,25> 
W 1 896 <0,29,26> 
W 1 896 <0,29,27> 
W 1 896 <0,29,28> 
W 1 896 <0,29,29> 
W 1 896 <0,29,30> 
S <0,29> Used 
S <0,30> Active1 
W 1 896 <0,30,0> 
B <0,25> 
E <0,25> 
G <0,25> 
W 1 896 <0,30,1> 
W 1 896 <0,30,2> 
W 1 896 <0,30,3> 
W 1 896 <0,30,4> 
W 1 896 <0,30,5> 
W 1 896 <0,30,6> 
W 1 420 <0,30,7> 
W 1 896 <0,30,8> 
W 1 896 <0,30,9> 
W 1 544 <0,30,10> 
W 1 896 <0,30,11> 
W 1 896 <0,30,12> 
W 1 896 <0,30,13> 
W 1 896 <0,30,14> 
W 1 896 <0,30,15> 
W 1 896 <0,30,16> 
W 1 896 <0,30,17> 
W 1 896 <0,30,18> 
W 1 896 <0,30,19> 
W 1 896 <0,30,20> 
W 1 896 <0,30,21> 
W 1 896 <0,30,22> 
W 1 896 <0,30,23> 
W 1 896 <0,30,24> 
W 1 896 <0,30,25> 
W 1 896 <0,30,26> 
W 1 534 <0,30,27> 
W 1 535 <1,26,5> 
W 1 536 <1,26,6> 
W 1 537 <0,30,28> 
W 1 538 <0,30,29> 
W 1 539 <1,26,7> 
W 1 540 <1,26,8> 
W 1 533 <1,26,9> 
W 1 544 <1,26,10> 
W 1 544 <1,26,11> 
W 1 896 <1,26,12> 
W 1 896 <0,30,30> 
S <0,30> Used 
W 1 896 <1,26,13> 
S <0,23> Active1 
W 1 896 <0,23,0> 
B <0,29> 
M 1 4 <0,23,1> 
M 1 5 <0,23,2> 
E <0,29> 
G <0,29> 
W 1 896 <1,26,14> 
W 1 896 <0,23,3> 
W 1 896 <1,26,15> 
W 1 896 <0,23,4> 
W 1 896 <1,26,16> 
W 1 896 <0,23,5> 
W 1 896 <1,26,17> 
W 1 896 <0,23,6> 
W 1 896 <1,26,18> 
W 1 896 <0,23,7> 
W 1 896 <1,26,19> 
W 1 896 <0,23,8> 
W 1 896 <1,26,20> 
W 1 896 <0,23,9> 
W 1 896 <1,26,21> 
W 1 896 <0,23,10> 
W 1 896 <1,26,22> 
W 1 896 <0,23,11> 
W 1 896 <1,26,23> 
W 1 896 <0,23,12> 
W 1 896 <1,26,24> 
W 1 896 <0,23,13> 
W 1 544 <1,26,25> 
W 1 896 <1,26,26> 
W 1 896 <0,23,14> 
W 1 896 <1,26,27> 
W 1 896 <0,23,15> 
W 1 896 <1,26,28> 
W 1 896 <0,23,16> 
W 1 896 <1,26,29> 
W 1 896 <0,23,17> 
W 1 896 <1,26,30> 
S <1,26> Used 
W 1 896 <0,23,18> 
S <1,27> Active1 
W 1 896 <1,27,0> 
B <1,30> 
E <1,30> 
G <1,30> 
W 1 896 <0,23,19> 
W 1 892 <1,27,1> 
W 1 544 <0,23,20> 
W 1 896 <1,27,2> 
W 1 896 <0,23,21> 
W 1 896 <1,27,3> 
W 1 896 <0,23,22> 
W 1 896 <1,27,4> 
W 1 896 <0,23,23> 
W 1 896 <1,27,5> 
W 1 896 <0,23,24> 
W 1 896 <1,27,6> 
W 1 896 <0,23,25> 
W 1 896 <1,27,7> 
W 1 896 <0,23,26> 
W 1 544 <1,27,8> 
W 1 896 <0,23,27> 
W 1 896 <1,27,9> 
W 1 896 <0,23,28> 
W 1 896 <1,27,10> 
W 1 896 <0,23,29> 
W 1 896 <1,27,11> 
W 1 896 <0,23,30> 
S <0,23> Used 
W 1 896 <1,27,12> 
S <0,25> Active1 
W 1 896 <0,25,0> 
B <0,23> 
M 1 4 <0,25,1> 
M 1 5 <0,25,2> 
E <0,23> 
G <0,23> 
W 1 896 <1,27,13> 
W 1 896 <0,25,3> 
W 1 896 <1,27,14> 
W 1 896 <0,25,4> 
W 1 896 <1,27,15> 
W 1 896 <0,25,5> 
W 1 896 <1,27,16> 
W 1 896 <0,25,6> 
W 1 896 <1,27,17> 
W 1 544 <0,25,7> 
W 1 544 <1,27,18> 
W 1 896 <0,25,8> 
W 1 896 <1,27,19> 
W 1 896 <0,25,9> 
W 1 896 <1,27,20> 
W 1 896 <0,25,10> 
W 1 896 <1,27,21> 
W 1 896 <0,25,11> 
W 1 896 <1,27,22> 
W 1 896 <0,25,12> 
W 1 896 <1,27,23> 
W 1 896 <0,25,13> 
W 1 896 <1,27,24> 
W 1 896 <0,25,14> 
W 1 896 <1,27,25> 
W 1 896 <0,25,15> 
W 1 896 <1,27,26> 
W 1 896 <0,25,16> 
W 1 896 <1,27,27> 
W 1 896 <0,25,17> 
W 1 896 <1,27,28> 
W 1 896 <0,25,18> 
W 1 896 <1,27,29> 
W 1 896 <0,25,19> 
W 1 896 <1,27,30> 
S <1,27> Used 
W 1 544 <0,25,20> 
S <1,28> Active1 
W 1 896 <1,28,0> 
B <1,25> 
E <1,25> 
G <1,25> 
W 1 896 <0,25,21> 
W 1 896 <1,28,1> 
W 1 896 <0,25,22> 
W 1 896 <1,28,2> 
W 1 896 <0,25,23> 
W 1 896 <1,28,3> 
W 1 896 <0,25,24> 
W 1 896 <1,28,4> 
W 1 896 <0,25,25> 
W 1 896 <1,28,5> 
W 1 896 <0,25,26> 
W 1 896 <1,28,6> 
W 1 896 <0,25,27> 
W 1 544 <1,28,7> 
W 1 896 <0,25,28> 
W 1 896 <1,28,8> 
W 1 896 <0,25,29> 
W 1 896 <1,28,9> 
W 1 896 <0,25,30> 
S <0,25> Used 
W 1 896 <1,28,10> 
S <0,29> Active1 
W 1 896 <0,29,0> 
B <0,25> 
M 1 4 <0,29,1> 
M 1 5 <0,29,2> 
E <0,25> 
G <0,25> 
W 1 896 <1,28,11> 
W 1 896 <0,29,3> 
W 1 896 <1,28,12> 
W 1 896 <0,29,4> 
W 1 896 <1,28,13> 
W 1 896 <0,29,5> 
W 1 896 <1,28,14> 
W 1 544 <0,29,6> 
W 1 896 <1,28,15> 
W 1 896 <0,29,7> 
W 1 896 <1,28,16> 
W 1 896 <0,29,8> 
W 1 896 <1,28,17> 
W 1 896 <0,29,9> 
W 1 896 <1,28,18> 
W 1 896 <0,29,10> 
W 1 896 <1,28,19> 
W 1 896 <0,29,11> 
W 1 896 <1,28,20> 
W 1 896 <0,29,12> 
W 1 896 <1,28,21> 
W 1 896 <0,29,13> 
W 1 544 <1,28,22> 
W 1 896 <0,29,14> 
W 1 896 <1,28,23> 
W 1 544 <0,29,15> 
W 1 525 <1,28,24> 
W 1 526 <0,29,16> 
W 1 527 <0,29,17> 
W 1 896 <1,28,25> 
W 1 896 <0,29,18> 
W 1 896 <1,28,26> 
W 1 896 <0,29,19> 
W 1 896 <1,28,27> 
W 1 896 <0,29,20> 
W 1 896 <1,28,28> 
W 1 896 <0,29,21> 
W 1 896 <1,28,29> 
W 1 896 <0,29,22> 
W 1 896 <1,28,30> 
S <1,28> Used 
W 1 896 <0,29,23> 
S <1,29> Active1 
W 1 896 <1,29,0> 
B <1,24> 
E <1,24> 
G <1,24> 
W 1 896 <0,29,24> 
W 1 896 <1,29,1> 
W 1 896 <0,29,25> 
W 1 896 <1,29,2> 
W 1 896 <0,29,26> 
W 1 896 <1,29,3> 
W 1 896 <0,29,27> 
W 1 896 <1,29,4> 
W 1 896 <0,29,28> 
W 1 896 <1,29,5> 
W 1 896 <0,29,29> 
W 1 896 <1,29,6> 
W 1 896 <0,29,30> 
S <0,29> Used 
W 1 544 <1,29,7> 
S <0,23> Active1 
W 1 896 <0,23,0> 
B <0,24> 
M 1 329 <0,23,1> 
M 1 330 <0,23,2> 
M 1 463 <0,23,3> 
E <0,24> 
G <0,24> 
W 1 896 <1,29,8> 
W 1 896 <0,23,4> 
W 1 896 <1,29,9> 
W 1 896 <0,23,5> 
W 1 896 <1,29,10> 
W 1 896 <0,23,6> 
W 1 896 <1,29,11> 
W 1 896 <0,23,7> 
W 1 896 <1,29,12> 
W 1 896 <0,23,8> 
W 1 896 <1,29,13> 
W 1 896 <0,23,9> 
W 1 896 <1,29,14> 
W 1 896 <0,23,10> 
W 1 896 <1,29,15> 
W 1 896 <0,23,11> 
W 1 896 <1,29,16> 
W 1 896 <0,23,12> 
W 1 896 <1,29,17> 
W 1 896 <0,23,13> 
W 1 896 <1,29,18> 
W 1 544 <0,23,14> 
W 1 896 <1,29,19> 
W 1 896 <0,23,15> 
W 1 896 <1,29,20> 
W 1 896 <0,23,16> 
W 1 896 <1,29,21> 
W 1 896 <0,23,17> 
W 1 896 <1,29,22> 
W 1 896 <0,23,18> 
W 1 896 <1,29,23> 
W 1 896 <0,23,19> 
W 1 896 <1,29,24> 
W 1 896 <0,23,20> 
W 1 544 <1,29,25> 
W 1 896 <0,23,21> 
W 1 896 <1,29,26> 
W 1 896 <0,23,22> 
W 1 896 <1,29,27> 
W 1 896 <0,23,23> 
W 1 896 <1,29,28> 
W 1 896 <0,23,24> 
W 1 896 <1,29,29> 
W 1 896 <0,23,25> 
W 1 896 <1,29,30> 
S <1,29> Used 
W 1 896 <0,23,26> 
S <1,30> Active1 
W 1 896 <1,30,0> 
B <1,23> 
E <1,23> 
G <1,23> 
W 1 896 <0,23,27> 
W 1 896 <1,30,1> 
W 1 896 <0,23,28> 
W 1 896 <1,30,2> 
W 1 896 <0,23,29> 
W 1 896 <1,30,3> 
W 1 544 <0,23,30> 
S <0,23> Used 
W 1 544 <1,30,4> 
S <0,24> Active1 
W 1 896 <0,24,0> 
B <0,23> 
M 1 329 <0,24,1> 
M 1 330 <0,24,2> 
M 1 463 <0,24,3> 
E <0,23> 
G <0,23> 
W 1 896 <1,30,5> 
W 1 896 <0,24,4> 
W 1 896 <1,30,6> 
W 1 896 <0,24,5> 
W 1 896 <1,30,7> 
W 1 896 <0,24,6> 
W 1 896 <1,30,8> 
W 1 896 <0,24,7> 
W 1 896 <1,30,9> 
W 1 896 <0,24,8> 
W 1 896 <1,30,10> 
W 1 896 <0,24,9> 
W 1 896 <1,30,11> 
W 1 896 <0,24,10> 
W 1 896 <1,30,12> 
W 1 896 <0,24,11> 
W 1 896 <1,30,13> 
W 1 896 <0,24,12> 
W 1 896 <1,30,14> 
W 1 896 <0,24,13> 
W 1 896 <1,30,15> 
W 1 896 <0,24,14> 
W 1 896 <1,30,16> 
W 1 896 <0,24,15> 
W 1 896 <1,30,17> 
W 1 544 <0,24,16> 
W 1 896 <1,30,18> 
W 1 896 <0,24,17> 
W 1 896 <1,30,19> 
W 1 896 <0,24,18> 
W 1 896 <1,30,20> 
W 1 896 <0,24,19> 
W 1 896 <1,30,21> 
W 1 896 <0,24,20> 
W 1 896 <1,30,22> 
W 1 896 <0,24,21> 
W 1 896 <1,30,23> 
W 1 896 <0,24,22> 
W 1 896 <1,30,24> 
W 1 896 <0,24,23> 
W 1 544 <1,30,25> 
W 1 896 <0,24,24> 
W 1 896 <1,30,26> 
W 1 896 <0,24,25> 
W 1 896 <1,30,27> 
W 1 896 <0,24,26> 
W 1 896 <1,30,28> 
W 1 896 <0,24,27> 
W 1 896 <1,30,29> 
W 1 896 <0,24,28> 
W 1 896 <1,30,30> 
S <1,30> Used 
W 1 896 <0,24,29> 
S <1,23> Active1 
W 1 896 <1,23,0> 
B <1,29> 
S <1,29> Recycled 
G <1,29> 
S <0,27> Active2 
S <1,29> Active2 
W 2 544 <0,27,0> <1,29,0> 
B <1,30> 
S <1,30> Recycled 
G <1,30> 
W 2 896 <0,27,1> <1,29,1> 
W 2 896 <0,27,3> <1,29,3> 
W 2 896 <0,27,4> <1,29,4> 
W 2 896 <0,27,5> <1,29,5> 
W 2 896 <0,27,6> <1,29,6> 
W 2 896 <0,27,7> <1,29,7> 
W 2 896 <0,27,8> <1,29,8> 
W 2 896 <0,27,9> <1,29,9> 
W 2 896 <0,27,10> <1,29,10> 
W 2 896 <0,27,11> <1,29,11> 
W 2 896 <0,27,12> <1,29,12> 
W 2 896 <0,27,13> <1,29,13> 
W 2 896 <0,27,14> <1,29,14> 
W 2 896 <0,27,15> <1,29,15> 
W 2 896 <0,27,16> <1,29,16> 
W 2 896 <0,27,17> <1,29,17> 
W 2 544 <0,27,18> <1,29,18> 
W 2 544 <0,27,19> <1,29,19> 
W 2 896 <0,27,20> <1,29,20> 
W 2 896 <0,27,21> <1,29,21> 
W 2 896 <0,27,22> <1,29,22> 
W 2 896 <0,27,23> <1,29,23> 
W 2 896 <0,27,24> <1,29,24> 
W 2 896 <0,27,25> <1,29,25> 
W 2 896 <0,27,26> <1,29,26> 
W 2 896 <0,27,27> <1,29,27> 
W 2 896 <0,27,28> <1,29,28> 
W 2 896 <0,27,29> <1,29,29> 
W 2 896 <0,27,30> <1,29,30> 
S <0,27> Reused 
S <1,29> Reused 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,0> <1,30,0> 
B <0,27> 
M 1 71 <0,24,30> 
M 1 544 <0,23,0> 
E <0,27> 
G <0,27> 
B <1,29> 
E <1,29> 
G <1,29> 
B <0,30> 
S <0,30> Recycled 
G <0,30> 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,1> <1,30,1> 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,2> <1,30,2> 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,3> <1,30,3> 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,4> <1,30,4> 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,5> <1,30,5> 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,6> <1,30,6> 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,7> <1,30,7> 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,8> <1,30,8> 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,9> <1,30,9> 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,10> <1,30,10> 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,11> <1,30,11> 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,12> <1,30,12> 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,13> <1,30,13> 
S <0,22> Active2 
S <1,30> Active2 
W 2 896 <0,22,14> <1,30,14> 
W 2 544 <0,22,15> <1,30,15> 
W 2 4 <0,22,16> <1,30,16> 
W 2 5 <0,22,17> <1,30,17> 
W 2 4 <0,22,18> <1,30,18> 
W 2 5 <0,22,19> <1,30,19> 
W 2 896 <0,22,20> <1,30,20> 
W 2 896 <0,22,21> <1,30,21> 
W 2 544 <0,22,22> <1,30,22> 
W 2 896 <0,22,23> <1,30,23> 
W 2 896 <0,22,24> <1,30,24> 
W 2 896 <0,22,25> <1,30,25> 
W 2 896 <0,22,26> <1,30,26> 
W 2 896 <0,22,27> <1,30,27> 
W 2 896 <0,22,28> <1,30,28> 
W 2 896 <0,22,29> <1,30,29> 
W 2 896 <0,22,30> <1,30,30> 
S <0,22> Reused 
S <1,30> Reused 
W 1 896 <0,23,1> 
B <0,29> 
S <0,29> Recycled 
G <0,29> 
W 1 896 <0,23,2> 
W 1 544 <0,23,3> 
W 1 896 <1,23,1> 
W 1 896 <0,23,4> 
W 1 896 <1,23,2> 
W 1 896 <0,23,5> 
W 1 896 <1,23,3> 
W 1 896 <0,23,6> 
W 1 896 <1,23,4> 
W 1 896 <0,23,7> 
W 1 896 <1,23,5> 
W 1 896 <0,23,8> 
W 1 896 <1,23,6> 
W 1 896 <0,23,9> 
W 1 544 <1,23,7> 
W 1 896 <0,23,10> 
W 1 896 <0,23,11> 
W 1 896 <0,23,12> 
W 1 896 <0,23,13> 
W 1 463 <0,23,14> 
W 1 463 <0,23,15> 
W 1 896 <0,23,16> 
W 1 896 <0,23,17> 
W 1 896 <0,23,18> 
W 1 896 <0,23,19> 
W 1 896 <0,23,20> 
W 1 896 <0,23,21> 
W 1 896 <0,23,22> 
W 1 896 <0,23,23> 
W 1 896 <0,23,24> 
W 1 896 <0,23,25> 
W 1 544 <0,23,26> 
W 1 896 <1,23,8> 
W 1 896 <0,23,27> 
W 1 544 <1,23,9> 
W 1 896 <0,23,28> 
W 1 896 <0,23,29> 
W 1 896 <0,23,30> 
S <0,23> Used 
S <0,25> Active1 
W 1 896 <0,25,0> 
B <0,23> 
M 1 463 <0,25,1> 
E <0,23> 
G <0,23> 
W 1 896 <0,25,2> 
W 1 896 <0,25,3> 
W 1 896 <0,25,4> 
W 1 896 <0,25,5> 
W 1 896 <0,25,6> 
W 1 896 <0,25,7> 
W 1 896 <0,25,8> 
W 1 896 <0,25,9> 
W 1 896 <0,25,10> 
W 1 896 <0,25,11> 
W 1 896 <0,25,12> 
W 1 896 <0,25,13> 
W 1 896 <0,25,14> 
W 1 896 <0,25,15> 
W 1 896 <0,25,16> 
W 1 896 <0,25,17> 
W 1 896 <0,25,18> 
W 1 896 <0,25,19> 
W 1 896 <0,25,20> 
W 1 896 <0,25,21> 
W 1 896 <0,25,22> 
W 1 896 <0,25,23> 
W 1 896 <0,25,24> 
W 1 896 <0,25,25> 
W 1 896 <0,25,26> 
W 1 896 <0,25,27> 
W 1 896 <0,25,28> 
W 1 896 <0,25,29> 
W 1 896 <0,25,30> 
S <0,25> Used 
S <0,27> Active1 
W 1 896 <0,27,0> 
B <0,25> 
M 1 463 <0,27,1> 
E <0,25> 
G <0,25> 
W 1 896 <0,27,2> 
W 1 896 <0,27,3> 
W 1 544 <0,27,4> 
W 1 896 <1,23,10> 
W 1 896 <0,27,5> 
W 1 447 <1,23,11> 
W 1 448 <0,27,6> 
W 1 448 <0,27,7> 
W 1 448 <0,27,8> 
W 1 449 <0,27,9> 
W 1 449 <0,27,10> 
W 1 449 <0,27,11> 
W 1 449 <0,27,12> 
W 1 450 <0,27,13> 
W 1 450 <1,23,12> 
W 1 450 <0,27,14> 
W 1 450 <1,23,13> 
W 1 450 <0,27,15> 
W 1 450 <1,23,14> 
W 1 451 <0,27,16> 
W 1 452 <0,27,17> 
W 1 453 <1,23,15> 
W 1 454 <1,23,16> 
W 1 454 <0,27,18> 
W 1 454 <1,23,17> 
W 1 454 <0,27,19> 
W 1 455 <1,23,18> 
W 1 455 <0,27,20> 
W 1 455 <1,23,19> 
W 1 456 <0,27,21> 
W 1 456 <1,23,20> 
W 1 457 <0,27,22> 
W 1 457 <0,27,23> 
W 1 457 <0,27,24> 
W 1 457 <0,27,25> 
W 1 457 <0,27,26> 
W 1 457 <0,27,27> 
W 1 458 <0,27,28> 
W 1 458 <0,27,29> 
W 1 458 <0,27,30> 
S <0,27> Used 
S <0,23> Active1 
W 1 458 <0,23,0> 
B <0,26> 
E <0,26> 
G <0,26> 
W 1 459 <0,23,1> 
W 1 459 <0,23,2> 
W 1 459 <0,23,3> 
W 1 460 <0,23,4> 
W 1 460 <0,23,5> 
W 1 460 <0,23,6> 
W 1 460 <0,23,7> 
W 1 460 <0,23,8> 
W 1 460 <0,23,9> 
W 1 461 <0,23,10> 
W 1 461 <0,23,11> 
W 1 461 <0,23,12> 
W 1 461 <0,23,13> 
W 1 461 <0,23,14> 
W 1 462 <0,23,15> 
W 1 462 <0,23,16> 
W 1 896 <0,23,17> 
W 1 896 <0,23,18> 
W 1 896 <0,23,19> 
W 1 896 <0,23,20> 
W 1 896 <0,23,21> 
W 1 896 <0,23,22> 
W 1 896 <0,23,23> 
W 1 896 <0,23,24> 
W 1 528 <0,23,25> 
W 1 529 <1,23,21> 
W 1 530 <1,23,22> 
W 1 531 <0,23,26> 
W 1 532 <0,23,27> 
W 1 533 <1,23,23> 
W 1 534 <1,23,24> 
W 1 535 <1,23,25> 
W 1 536 <1,23,26> 
W 1 537 <1,23,27> 
W 1 538 <1,23,28> 
W 1 539 <0,23,28> 
W 1 540 <0,23,29> 
W 1 896 <1,23,29> 
W 1 896 <0,23,30> 
S <0,23> Used 
W 1 544 <1,23,30> 
S <1,23> Used 
S <0,25> Active1 
W 1 896 <0,25,0> 
B <0,28> 
M 1 617 <0,25,1> 
E <0,28> 
G <0,28> 
S <1,24> Active1 
W 1 896 <1,24,0> 
B <1,26> 
S <1,26> Recycled 
G <1,26> 
S <0,30> Active2 
S <1,26> Active2 
W 2 896 <0,30,0> <1,26,0> 
B <1,22> 
S <1,22> Recycled 
G <1,22> 
S <0,30> Active2 
S <1,26> Active2 
W 2 896 <0,30,1> <1,26,1> 
S <0,30> Active2 
S <1,26> Active2 
W 2 896 <0,30,2> <1,26,2> 
S <0,30> Active2 
S <1,26> Active2 
W 2 896 <0,30,3> <1,26,3> 
S <0,30> Active2 
S <1,26> Active2 
W 2 896 <0,30,4> <1,26,4> 
S <0,30> Active2 
S <1,26> Active2 
W 2 896 <0,30,5> <1,26,5> 
S <0,30> Active2 
S <1,26> Active2 
W 2 896 <0,30,6> <1,26,6> 
S <0,30> Active2 
S <1,26> Active2 
W 2 896 <0,30,8> <1,26,8> 
S <0,30> Active2 
S <1,26> Active2 
W 2 896 <0,30,9> <1,26,9> 
S <0,30> Active2 
S <1,26> Active2 
W 2 896 <0,30,10> <1,26,10> 
S <0,30> Active2 
S <1,26> Active2 
W 2 896 <0,30,11> <1,26,11> 
S <0,30> Active2 
S <1,26> Active2 
W 2 896 <0,30,12> <1,26,12> 
W 2 420 <0,30,13> <1,26,13> 
W 2 896 <0,30,14> <1,26,14> 
W 2 896 <0,30,15> <1,26,15> 
W 2 896 <0,30,16> <1,26,16> 
W 2 896 <0,30,17> <1,26,17> 
W 2 544 <0,30,18> <1,26,18> 
W 2 896 <0,30,19> <1,26,19> 
W 2 896 <0,30,20> <1,26,20> 
W 2 896 <0,30,21> <1,26,21> 
W 2 896 <0,30,22> <1,26,22> 
W 2 896 <0,30,23> <1,26,23> 
W 2 896 <0,30,24> <1,26,24> 
W 2 896 <0,30,25> <1,26,25> 
W 2 896 <0,30,26> <1,26,26> 
W 2 896 <0,30,27> <1,26,27> 
W 2 896 <0,30,28> <1,26,28> 
W 2 896 <0,30,29> <1,26,29> 
W 2 896 <0,30,30> <1,26,30> 
S <0,30> Reused 
S <1,26> Reused 
S <0,29> Active2 
S <1,22> Active2 
W 2 896 <0,29,0> <1,22,0> 
B <0,30> 
M 1 420 <0,25,2> 
M 1 544 <0,25,3> 
E <0,30> 
G <0,30> 
B <1,26> 
E <1,26> 
G <1,26> 
S <0,29> Active2 
S <1,22> Active2 
W 2 896 <0,29,1> <1,22,1> 
S <0,29> Active2 
S <1,22> Active2 
W 2 896 <0,29,2> <1,22,2> 
S <0,29> Active2 
S <1,22> Active2 
W 2 896 <0,29,3> <1,22,3> 
W 2 544 <0,29,4> <1,22,4> 
W 2 544 <0,29,5> <1,22,5> 
W 2 896 <0,29,6> <1,22,6> 
W 2 896 <0,29,7> <1,22,7> 
W 2 896 <0,29,8> <1,22,8> 
W 2 896 <0,29,9> <1,22,9> 
W 2 896 <0,29,10> <1,22,10> 
W 2 896 <0,29,11> <1,22,11> 
W 2 896 <0,29,12> <1,22,12> 
W 2 896 <0,29,13> <1,22,13> 
W 2 896 <0,29,14> <1,22,14> 
W 2 896 <0,29,15> <1,22,15> 
W 2 896 <0,29,18> <1,22,18> 
W 2 896 <0,29,19> <1,22,19> 
W 2 896 <0,29,20> <1,22,20> 
W 2 896 <0,29,21> <1,22,21> 
