#SSD VISUALIZATION MODE TRACE: 2 PLANES X 32 BLOCKS X 32 PAGES
#Output from DiskSim execution of ReusableSSD
#Input is a Zipf workload with alpha=1, accessing 1200 logical pages.
#Resources
# DiskSim and SSD extension: 
#  http://www.pdl.cmu.edu/DiskSim/
# Zipf workload generator in C:
#  http://www.csee.usf.edu/~christen/tools/genzipf.c
# ReusableSSD paper: 
#  https://www.usenix.org/conference/fast15/technical-sessions/presentation/yadgar
S <0,0> Active1 
M 1 359 <1,12,9> 
M 1 360 <1,12,10> 
M 1 367 <1,12,11> 
M 1 370 <1,12,12> 
M 1 198 <1,12,13> 
M 1 1199 <1,12,14> 
M 1 1184 <1,12,15> 
M 1 923 <1,12,16> 
M 1 184 <1,12,17> 
M 1 270 <1,12,18> 
M 1 66 <1,12,19> 
M 1 1164 <1,12,20> 
E <1,29> 
G <1,29> 
W 1 739 <0,22,26> 
W 1 689 <0,22,27> 
W 1 219 <1,12,21> 
W 1 14 <1,12,22> 
W 1 24 <1,12,23> 
W 1 0 <1,12,24> 
W 1 0 <1,12,25> 
W 1 67 <1,12,26> 
W 1 787 <0,22,28> 
W 1 0 <1,12,27> 
W 1 127 <1,12,28> 
W 1 14 <0,22,29> 
W 1 27 <1,12,29> 
W 1 11 <0,22,30> 
S <0,22> Used 
W 1 0 <1,12,30> 
S <1,12> Used 
S <1,13> Active1 
W 1 3 <1,13,0> 
B <1,30> 
M 1 220 <1,13,1> 
M 1 223 <1,13,2> 
M 1 234 <1,13,3> 
M 1 236 <1,13,4> 
M 1 238 <1,13,5> 
M 1 240 <1,13,6> 
M 1 242 <1,13,7> 
M 1 678 <1,13,8> 
M 1 551 <1,13,9> 
M 1 86 <1,13,10> 
M 1 365 <1,13,11> 
M 1 397 <1,13,12> 
M 1 634 <1,13,13> 
M 1 258 <1,13,14> 
M 1 1078 <1,13,15> 
M 1 112 <1,13,16> 
M 1 549 <1,13,17> 
M 1 759 <1,13,18> 
M 1 35 <1,13,19> 
M 1 542 <1,13,20> 
M 1 32 <1,13,21> 
E <1,30> 
G <1,30> 
W 1 8 <1,13,22> 
W 1 3 <1,13,23> 
S <0,0> Active1 
W 1 9 <0,0,0> 
W 1 443 <0,0,1> 
B <0,25> 
M 1 1089 <0,0,2> 
M 1 1093 <0,0,3> 
M 1 758 <0,0,4> 
M 1 1081 <0,0,5> 
M 1 1088 <0,0,6> 
M 1 381 <0,0,7> 
M 1 434 <0,0,8> 
M 1 1178 <0,0,9> 
M 1 711 <0,0,10> 
M 1 539 <0,0,11> 
M 1 838 <0,0,12> 
M 1 400 <0,0,13> 
M 1 312 <0,0,14> 
M 1 909 <0,0,15> 
M 1 540 <0,0,16> 
M 1 101 <0,0,17> 
M 1 476 <0,0,18> 
M 1 166 <0,0,19> 
M 1 1032 <0,0,20> 
M 1 902 <0,0,21> 
M 1 231 <0,0,22> 
E <0,25> 
G <0,25> 
W 1 1 <1,13,24> 
W 1 22 <1,13,25> 
W 1 0 <0,0,23> 
W 1 0 <1,13,26> 
W 1 849 <1,13,27> 
W 1 3 <0,0,24> 
W 1 10 <0,0,25> 
W 1 1 <1,13,28> 
W 1 60 <1,13,29> 
W 1 1093 <1,13,30> 
S <1,13> Used 
S <1,17> Active1 
W 1 2 <1,17,0> 
B <1,14> 
M 1 224 <1,17,1> 
M 1 404 <1,17,2> 
M 1 406 <1,17,3> 
M 1 409 <1,17,4> 
M 1 411 <1,17,5> 
M 1 416 <1,17,6> 
M 1 417 <1,17,7> 
M 1 418 <1,17,8> 
M 1 422 <1,17,9> 
M 1 425 <1,17,10> 
M 1 426 <1,17,11> 
M 1 427 <1,17,12> 
M 1 433 <1,17,13> 
M 1 1108 <1,17,14> 
M 1 601 <1,17,15> 
M 1 523 <1,17,16> 
M 1 919 <1,17,17> 
M 1 444 <1,17,18> 
M 1 717 <1,17,19> 
M 1 874 <1,17,20> 
M 1 293 <1,17,21> 
E <1,14> 
G <1,14> 
W 1 45 <1,17,22> 
W 1 17 <1,17,23> 
W 1 1 <0,0,26> 
W 1 8 <0,0,27> 
W 1 0 <1,17,24> 
W 1 193 <1,17,25> 
W 1 7 <1,17,26> 
W 1 0 <1,17,27> 
W 1 19 <1,17,28> 
W 1 112 <1,17,29> 
W 1 903 <1,17,30> 
S <1,17> Used 
S <1,29> Active1 
W 1 2 <1,29,0> 
B <1,27> 
M 1 450 <1,29,1> 
M 1 899 <1,29,2> 
M 1 901 <1,29,3> 
M 1 907 <1,29,4> 
M 1 910 <1,29,5> 
M 1 912 <1,29,6> 
M 1 913 <1,29,7> 
M 1 914 <1,29,8> 
M 1 918 <1,29,9> 
M 1 920 <1,29,10> 
M 1 921 <1,29,11> 
M 1 922 <1,29,12> 
M 1 924 <1,29,13> 
M 1 925 <1,29,14> 
M 1 926 <1,29,15> 
M 1 927 <1,29,16> 
M 1 928 <1,29,17> 
M 1 929 <1,29,18> 
M 1 393 <1,29,19> 
M 1 124 <1,29,20> 
M 1 718 <1,29,21> 
E <1,27> 
G <1,27> 
W 1 79 <1,29,22> 
W 1 1 <1,29,23> 
W 1 575 <0,0,28> 
W 1 281 <0,0,29> 
W 1 374 <1,29,24> 
W 1 3 <1,29,25> 
W 1 0 <0,0,30> 
S <0,0> Used 
W 1 43 <1,29,26> 
S <0,4> Active1 
W 1 18 <0,4,0> 
B <0,30> 
M 1 1145 <0,4,1> 
M 1 989 <0,4,2> 
M 1 290 <0,4,3> 
M 1 190 <0,4,4> 
M 1 211 <0,4,5> 
M 1 212 <0,4,6> 
M 1 213 <0,4,7> 
M 1 99 <0,4,8> 
M 1 394 <0,4,9> 
M 1 1151 <0,4,10> 
M 1 173 <0,4,11> 
M 1 169 <0,4,12> 
M 1 665 <0,4,13> 
M 1 547 <0,4,14> 
M 1 967 <0,4,15> 
M 1 1018 <0,4,16> 
M 1 492 <0,4,17> 
M 1 471 <0,4,18> 
M 1 187 <0,4,19> 
M 1 77 <0,4,20> 
M 1 42 <0,4,21> 
M 1 969 <0,4,22> 
E <0,30> 
G <0,30> 
W 1 3 <1,29,27> 
W 1 28 <1,29,28> 
W 1 16 <0,4,23> 
W 1 554 <0,4,24> 
W 1 0 <1,29,29> 
W 1 9 <1,29,30> 
S <1,29> Used 
W 1 619 <0,4,25> 
W 1 31 <0,4,26> 
S <1,30> Active1 
W 1 70 <1,30,0> 
B <1,7> 
M 1 78 <1,30,1> 
M 1 330 <1,30,2> 
M 1 152 <1,30,3> 
M 1 730 <1,30,4> 
M 1 81 <1,30,5> 
M 1 536 <1,30,6> 
M 1 622 <1,30,7> 
M 1 469 <1,30,8> 
M 1 879 <1,30,9> 
M 1 1180 <1,30,10> 
M 1 947 <1,30,11> 
M 1 269 <1,30,12> 
M 1 1092 <1,30,13> 
M 1 488 <1,30,14> 
M 1 134 <1,30,15> 
M 1 594 <1,30,16> 
M 1 44 <1,30,17> 
M 1 917 <1,30,18> 
M 1 52 <1,30,19> 
M 1 690 <1,30,20> 
E <1,7> 
G <1,7> 
W 1 0 <1,30,21> 
W 1 996 <1,30,22> 
W 1 0 <0,4,27> 
W 1 7 <0,4,28> 
W 1 35 <1,30,23> 
W 1 373 <1,30,24> 
W 1 17 <1,30,25> 
W 1 890 <1,30,26> 
W 1 18 <1,30,27> 
W 1 404 <0,4,29> 
W 1 0 <1,30,28> 
W 1 435 <0,4,30> 
S <0,4> Used 
W 1 371 <1,30,29> 
S <0,17> Active1 
W 1 0 <0,17,0> 
B <0,23> 
M 1 29 <0,17,1> 
M 1 372 <0,17,2> 
M 1 378 <0,17,3> 
M 1 379 <0,17,4> 
M 1 382 <0,17,5> 
M 1 387 <0,17,6> 
M 1 388 <0,17,7> 
M 1 391 <0,17,8> 
M 1 395 <0,17,9> 
M 1 396 <0,17,10> 
M 1 399 <0,17,11> 
M 1 401 <0,17,12> 
M 1 420 <0,17,13> 
M 1 992 <0,17,14> 
M 1 185 <0,17,15> 
M 1 65 <0,17,16> 
M 1 181 <0,17,17> 
M 1 442 <0,17,18> 
M 1 315 <0,17,19> 
M 1 994 <0,17,20> 
M 1 111 <0,17,21> 
E <0,23> 
G <0,23> 
W 1 0 <1,30,30> 
S <1,30> Used 
S <1,7> Active1 
W 1 7 <1,7,0> 
B <1,26> 
M 1 895 <1,7,1> 
M 1 277 <1,7,2> 
M 1 548 <1,7,3> 
M 1 638 <1,7,4> 
M 1 178 <1,7,5> 
M 1 571 <1,7,6> 
M 1 346 <1,7,7> 
M 1 703 <1,7,8> 
M 1 597 <1,7,9> 
M 1 803 <1,7,10> 
M 1 175 <1,7,11> 
M 1 170 <1,7,12> 
M 1 306 <1,7,13> 
M 1 1060 <1,7,14> 
M 1 1039 <1,7,15> 
M 1 769 <1,7,16> 
M 1 561 <1,7,17> 
M 1 572 <1,7,18> 
M 1 428 <1,7,19> 
M 1 413 <1,7,20> 
M 1 53 <1,7,21> 
E <1,26> 
G <1,26> 
W 1 0 <0,17,22> 
W 1 68 <0,17,23> 
W 1 86 <1,7,22> 
W 1 168 <1,7,23> 
W 1 75 <0,17,24> 
W 1 3 <0,17,25> 
W 1 54 <1,7,24> 
W 1 22 <1,7,25> 
W 1 0 <0,17,26> 
W 1 1 <0,17,27> 
W 1 180 <1,7,26> 
W 1 23 <1,7,27> 
W 1 570 <0,17,28> 
W 1 4 <1,7,28> 
W 1 452 <1,7,29> 
W 1 938 <0,17,29> 
W 1 0 <1,7,30> 
S <1,7> Used 
W 1 44 <0,17,30> 
S <0,17> Used 
S <1,14> Active1 
W 1 1 <1,14,0> 
B <1,22> 
M 1 299 <1,14,1> 
M 1 892 <1,14,2> 
M 1 368 <1,14,3> 
M 1 263 <1,14,4> 
M 1 518 <1,14,5> 
M 1 499 <1,14,6> 
M 1 128 <1,14,7> 
M 1 407 <1,14,8> 
M 1 716 <1,14,9> 
M 1 883 <1,14,10> 
M 1 148 <1,14,11> 
M 1 96 <1,14,12> 
M 1 188 <1,14,13> 
M 1 647 <1,14,14> 
M 1 385 <1,14,15> 
M 1 859 <1,14,16> 
M 1 197 <1,14,17> 
M 1 85 <1,14,18> 
M 1 82 <1,14,19> 
M 1 56 <1,14,20> 
E <1,22> 
G <1,22> 
S <0,23> Active1 
W 1 138 <0,23,0> 
W 1 17 <0,23,1> 
B <0,28> 
M 1 286 <0,23,2> 
M 1 932 <0,23,3> 
M 1 934 <0,23,4> 
M 1 935 <0,23,5> 
M 1 937 <0,23,6> 
M 1 940 <0,23,7> 
M 1 942 <0,23,8> 
M 1 943 <0,23,9> 
M 1 944 <0,23,10> 
M 1 945 <0,23,11> 
M 1 946 <0,23,12> 
M 1 948 <0,23,13> 
M 1 949 <0,23,14> 
M 1 952 <0,23,15> 
M 1 954 <0,23,16> 
M 1 956 <0,23,17> 
M 1 957 <0,23,18> 
M 1 958 <0,23,19> 
M 1 959 <0,23,20> 
M 1 960 <0,23,21> 
M 1 971 <0,23,22> 
M 1 629 <0,23,23> 
E <0,28> 
G <0,28> 
W 1 213 <1,14,21> 
W 1 451 <1,14,22> 
W 1 152 <0,23,24> 
W 1 125 <0,23,25> 
W 1 12 <0,23,26> 
W 1 305 <0,23,27> 
W 1 286 <1,14,23> 
W 1 359 <1,14,24> 
W 1 30 <0,23,28> 
W 1 11 <0,23,29> 
W 1 50 <1,14,25> 
W 1 16 <1,14,26> 
W 1 158 <0,23,30> 
S <0,23> Used 
S <0,25> Active1 
W 1 162 <0,25,0> 
B <0,2> 
M 1 1006 <0,25,1> 
M 1 437 <0,25,2> 
M 1 441 <0,25,3> 
M 1 447 <0,25,4> 
M 1 453 <0,25,5> 
M 1 454 <0,25,6> 
M 1 455 <0,25,7> 
M 1 456 <0,25,8> 
M 1 457 <0,25,9> 
M 1 458 <0,25,10> 
M 1 459 <0,25,11> 
M 1 461 <0,25,12> 
M 1 462 <0,25,13> 
M 1 463 <0,25,14> 
M 1 245 <0,25,15> 
M 1 727 <0,25,16> 
M 1 936 <0,25,17> 
M 1 440 <0,25,18> 
M 1 295 <0,25,19> 
M 1 605 <0,25,20> 
M 1 303 <0,25,21> 
E <0,2> 
G <0,2> 
W 1 3 <0,25,22> 
W 1 878 <0,25,23> 
W 1 164 <0,25,24> 
W 1 108 <0,25,25> 
W 1 14 <1,14,27> 
W 1 12 <1,14,28> 
W 1 363 <0,25,26> 
W 1 0 <0,25,27> 
W 1 0 <1,14,29> 
W 1 516 <0,25,28> 
W 1 106 <0,25,29> 
W 1 12 <1,14,30> 
S <1,14> Used 
W 1 4 <0,25,30> 
S <0,25> Used 
S <1,22> Active1 
W 1 429 <1,22,0> 
B <1,9> 
M 1 161 <1,22,1> 
M 1 321 <1,22,2> 
M 1 930 <1,22,3> 
M 1 788 <1,22,4> 
M 1 1188 <1,22,5> 
M 1 74 <1,22,6> 
M 1 386 <1,22,7> 
M 1 237 <1,22,8> 
M 1 192 <1,22,9> 
M 1 308 <1,22,10> 
M 1 107 <1,22,11> 
M 1 153 <1,22,12> 
M 1 1036 <1,22,13> 
M 1 445 <1,22,14> 
M 1 316 <1,22,15> 
M 1 460 <1,22,16> 
M 1 800 <1,22,17> 
M 1 20 <1,22,18> 
M 1 97 <1,22,19> 
M 1 226 <1,22,20> 
E <1,9> 
G <1,9> 
W 1 3 <1,22,21> 
W 1 121 <1,22,22> 
S <0,28> Active1 
W 1 89 <0,28,0> 
W 1 13 <0,28,1> 
B <0,26> 
M 1 247 <0,28,2> 
M 1 868 <0,28,3> 
M 1 869 <0,28,4> 
M 1 871 <0,28,5> 
M 1 872 <0,28,6> 
M 1 873 <0,28,7> 
M 1 876 <0,28,8> 
M 1 877 <0,28,9> 
M 1 880 <0,28,10> 
M 1 881 <0,28,11> 
M 1 882 <0,28,12> 
M 1 884 <0,28,13> 
M 1 885 <0,28,14> 
M 1 887 <0,28,15> 
M 1 888 <0,28,16> 
M 1 891 <0,28,17> 
M 1 894 <0,28,18> 
M 1 897 <0,28,19> 
M 1 221 <0,28,20> 
M 1 707 <0,28,21> 
M 1 1157 <0,28,22> 
E <0,26> 
G <0,26> 
W 1 0 <1,22,23> 
W 1 61 <1,22,24> 
W 1 22 <0,28,23> 
W 1 6 <0,28,24> 
W 1 0 <1,22,25> 
W 1 28 <1,22,26> 
W 1 12 <1,22,27> 
W 1 14 <1,22,28> 
W 1 22 <1,22,29> 
W 1 240 <1,22,30> 
S <1,22> Used 
W 1 6 <0,28,25> 
S <1,26> Active1 
W 1 394 <1,26,0> 
B <1,13> 
M 1 220 <1,26,1> 
M 1 223 <1,26,2> 
M 1 234 <1,26,3> 
M 1 236 <1,26,4> 
M 1 238 <1,26,5> 
M 1 242 <1,26,6> 
M 1 678 <1,26,7> 
M 1 551 <1,26,8> 
M 1 365 <1,26,9> 
M 1 397 <1,26,10> 
M 1 634 <1,26,11> 
M 1 258 <1,26,12> 
M 1 1078 <1,26,13> 
M 1 549 <1,26,14> 
M 1 759 <1,26,15> 
M 1 542 <1,26,16> 
M 1 32 <1,26,17> 
M 1 849 <1,26,18> 
M 1 60 <1,26,19> 
M 1 1093 <1,26,20> 
E <1,13> 
G <1,13> 
W 1 0 <0,28,26> 
W 1 0 <1,26,21> 
W 1 11 <1,26,22> 
W 1 39 <0,28,27> 
W 1 59 <0,28,28> 
W 1 306 <0,28,29> 
W 1 14 <0,28,30> 
S <0,28> Used 
W 1 8 <1,26,23> 
S <0,30> Active1 
W 1 14 <0,30,0> 
B <0,1> 
M 1 839 <0,30,1> 
M 1 117 <0,30,2> 
M 1 793 <0,30,3> 
M 1 146 <0,30,4> 
M 1 262 <0,30,5> 
M 1 200 <0,30,6> 
M 1 696 <0,30,7> 
M 1 130 <0,30,8> 
M 1 147 <0,30,9> 
M 1 831 <0,30,10> 
M 1 802 <0,30,11> 
M 1 228 <0,30,12> 
M 1 1055 <0,30,13> 
M 1 1007 <0,30,14> 
M 1 896 <0,30,15> 
M 1 1191 <0,30,16> 
M 1 251 <0,30,17> 
M 1 274 <0,30,18> 
M 1 137 <0,30,19> 
M 1 139 <0,30,20> 
M 1 1174 <0,30,21> 
E <0,1> 
G <0,1> 
W 1 253 <1,26,24> 
W 1 0 <1,26,25> 
W 1 22 <0,30,22> 
W 1 21 <0,30,23> 
W 1 20 <1,26,26> 
W 1 43 <1,26,27> 
W 1 0 <1,26,28> 
W 1 0 <1,26,29> 
W 1 6 <1,26,30> 
S <1,26> Used 
S <1,27> Active1 
W 1 9 <1,27,0> 
B <1,11> 
M 1 156 <1,27,1> 
M 1 177 <1,27,2> 
M 1 341 <1,27,3> 
M 1 297 <1,27,4> 
M 1 700 <1,27,5> 
M 1 765 <1,27,6> 
M 1 503 <1,27,7> 
M 1 446 <1,27,8> 
M 1 973 <1,27,9> 
M 1 889 <1,27,10> 
M 1 491 <1,27,11> 
M 1 609 <1,27,12> 
M 1 641 <1,27,13> 
M 1 165 <1,27,14> 
M 1 235 <1,27,15> 
M 1 1127 <1,27,16> 
M 1 845 <1,27,17> 
M 1 323 <1,27,18> 
M 1 589 <1,27,19> 
M 1 280 <1,27,20> 
E <1,11> 
G <1,11> 
W 1 3 <1,27,21> 
W 1 73 <1,27,22> 
W 1 777 <0,30,24> 
W 1 1 <0,30,25> 
W 1 15 <1,27,23> 
W 1 0 <1,27,24> 
W 1 60 <1,27,25> 
W 1 52 <1,27,26> 
W 1 432 <1,27,27> 
W 1 499 <0,30,26> 
W 1 255 <1,27,28> 
W 1 290 <0,30,27> 
W 1 0 <1,27,29> 
W 1 249 <0,30,28> 
W 1 0 <1,27,30> 
S <1,27> Used 
S <1,9> Active1 
W 1 1 <1,9,0> 
B <1,25> 
M 1 775 <1,9,1> 
M 1 776 <1,9,2> 
M 1 778 <1,9,3> 
M 1 779 <1,9,4> 
M 1 780 <1,9,5> 
M 1 781 <1,9,6> 
M 1 786 <1,9,7> 
M 1 789 <1,9,8> 
M 1 790 <1,9,9> 
M 1 791 <1,9,10> 
M 1 794 <1,9,11> 
M 1 796 <1,9,12> 
M 1 797 <1,9,13> 
M 1 798 <1,9,14> 
M 1 801 <1,9,15> 
M 1 804 <1,9,16> 
M 1 805 <1,9,17> 
M 1 643 <1,9,18> 
M 1 248 <1,9,19> 
M 1 320 <1,9,20> 
M 1 390 <1,9,21> 
E <1,25> 
G <1,25> 
W 1 12 <0,30,29> 
W 1 2 <0,30,30> 
S <0,30> Used 
W 1 0 <1,9,22> 
W 1 5 <1,9,23> 
W 1 212 <1,9,24> 
W 1 59 <1,9,25> 
S <0,1> Active1 
W 1 2 <0,1,0> 
B <0,27> 
M 1 324 <0,1,1> 
M 1 310 <0,1,2> 
M 1 313 <0,1,3> 
M 1 314 <0,1,4> 
M 1 317 <0,1,5> 
M 1 318 <0,1,6> 
M 1 319 <0,1,7> 
M 1 325 <0,1,8> 
M 1 326 <0,1,9> 
M 1 331 <0,1,10> 
M 1 332 <0,1,11> 
M 1 333 <0,1,12> 
M 1 339 <0,1,13> 
M 1 336 <0,1,14> 
M 1 136 <0,1,15> 
M 1 792 <0,1,16> 
M 1 322 <0,1,17> 
M 1 439 <0,1,18> 
M 1 283 <0,1,19> 
M 1 1153 <0,1,20> 
E <0,27> 
G <0,27> 
W 1 957 <1,9,26> 
W 1 38 <1,9,27> 
W 1 500 <0,1,21> 
W 1 41 <0,1,22> 
W 1 191 <1,9,28> 
W 1 72 <1,9,29> 
W 1 2 <0,1,23> 
W 1 2 <1,9,30> 
S <1,9> Used 
W 1 13 <0,1,24> 
W 1 25 <0,1,25> 
S <1,11> Active1 
W 1 0 <1,11,0> 
B <1,1> 
M 1 276 <1,11,1> 
M 1 412 <1,11,2> 
M 1 826 <1,11,3> 
M 1 383 <1,11,4> 
M 1 135 <1,11,5> 
M 1 483 <1,11,6> 
M 1 423 <1,11,7> 
M 1 334 <1,11,8> 
M 1 260 <1,11,9> 
M 1 1080 <1,11,10> 
M 1 284 <1,11,11> 
M 1 986 <1,11,12> 
M 1 408 <1,11,13> 
M 1 567 <1,11,14> 
M 1 250 <1,11,15> 
M 1 656 <1,11,16> 
M 1 160 <1,11,17> 
M 1 95 <1,11,18> 
M 1 939 <1,11,19> 
M 1 110 <1,11,20> 
E <1,1> 
G <1,1> 
W 1 168 <0,1,26> 
W 1 15 <0,1,27> 
W 1 680 <1,11,21> 
W 1 224 <1,11,22> 
W 1 0 <1,11,23> 
W 1 212 <1,11,24> 
W 1 320 <1,11,25> 
W 1 0 <1,11,26> 
W 1 870 <1,11,27> 
W 1 292 <1,11,28> 
W 1 1 <1,11,29> 
W 1 41 <1,11,30> 
S <1,11> Used 
W 1 0 <0,1,28> 
S <1,13> Active1 
W 1 0 <1,13,0> 
B <1,10> 
M 1 651 <1,13,1> 
M 1 652 <1,13,2> 
M 1 657 <1,13,3> 
M 1 658 <1,13,4> 
M 1 659 <1,13,5> 
M 1 660 <1,13,6> 
M 1 661 <1,13,7> 
M 1 662 <1,13,8> 
M 1 663 <1,13,9> 
M 1 664 <1,13,10> 
M 1 666 <1,13,11> 
M 1 667 <1,13,12> 
M 1 668 <1,13,13> 
M 1 671 <1,13,14> 
M 1 672 <1,13,15> 
M 1 673 <1,13,16> 
M 1 675 <1,13,17> 
M 1 676 <1,13,18> 
M 1 679 <1,13,19> 
M 1 681 <1,13,20> 
E <1,10> 
G <1,10> 
W 1 34 <0,1,29> 
W 1 3 <0,1,30> 
S <0,1> Used 
W 1 1 <1,13,21> 
W 1 47 <1,13,22> 
W 1 1016 <1,13,23> 
W 1 75 <1,13,24> 
S <0,2> Active1 
W 1 0 <0,2,0> 
B <0,7> 
M 1 558 <0,2,1> 
M 1 560 <0,2,2> 
M 1 563 <0,2,3> 
M 1 568 <0,2,4> 
M 1 569 <0,2,5> 
M 1 573 <0,2,6> 
M 1 576 <0,2,7> 
M 1 578 <0,2,8> 
M 1 579 <0,2,9> 
M 1 580 <0,2,10> 
M 1 581 <0,2,11> 
M 1 582 <0,2,12> 
M 1 583 <0,2,13> 
M 1 584 <0,2,14> 
M 1 587 <0,2,15> 
M 1 588 <0,2,16> 
M 1 752 <0,2,17> 
M 1 886 <0,2,18> 
M 1 808 <0,2,19> 
M 1 599 <0,2,20> 
M 1 186 <0,2,21> 
E <0,7> 
G <0,7> 
W 1 629 <1,13,25> 
W 1 1 <1,13,26> 
W 1 193 <0,2,22> 
W 1 440 <0,2,23> 
W 1 27 <1,13,27> 
W 1 12 <1,13,28> 
W 1 857 <0,2,24> 
W 1 1 <1,13,29> 
W 1 221 <0,2,25> 
W 1 256 <1,13,30> 
S <1,13> Used 
W 1 843 <0,2,26> 
W 1 1 <0,2,27> 
S <1,25> Active1 
W 1 38 <1,25,0> 
B <1,23> 
M 1 279 <1,25,1> 
M 1 282 <1,25,2> 
M 1 289 <1,25,3> 
M 1 298 <1,25,4> 
M 1 302 <1,25,5> 
M 1 361 <1,25,6> 
M 1 155 <1,25,7> 
M 1 1045 <1,25,8> 
M 1 684 <1,25,9> 
M 1 157 <1,25,10> 
M 1 159 <1,25,11> 
M 1 356 <1,25,12> 
M 1 585 <1,25,13> 
M 1 104 <1,25,14> 
M 1 421 <1,25,15> 
M 1 430 <1,25,16> 
M 1 1094 <1,25,17> 
M 1 64 <1,25,18> 
M 1 266 <1,25,19> 
M 1 1020 <1,25,20> 
M 1 377 <1,25,21> 
E <1,23> 
G <1,23> 
W 1 3 <0,2,28> 
W 1 605 <0,2,29> 
W 1 204 <1,25,22> 
W 1 12 <1,25,23> 
W 1 0 <0,2,30> 
S <0,2> Used 
S <0,7> Active1 
W 1 17 <0,7,0> 
B <0,29> 
M 1 1061 <0,7,1> 
M 1 196 <0,7,2> 
M 1 300 <0,7,3> 
M 1 264 <0,7,4> 
M 1 564 <0,7,5> 
M 1 227 <0,7,6> 
M 1 710 <0,7,7> 
M 1 953 <0,7,8> 
M 1 1124 <0,7,9> 
M 1 653 <0,7,10> 
M 1 591 <0,7,11> 
M 1 645 <0,7,12> 
M 1 853 <0,7,13> 
M 1 1073 <0,7,14> 
M 1 194 <0,7,15> 
M 1 233 <0,7,16> 
M 1 80 <0,7,17> 
M 1 254 <0,7,18> 
M 1 893 <0,7,19> 
M 1 1198 <0,7,20> 
M 1 566 <0,7,21> 
E <0,29> 
G <0,29> 
W 1 14 <0,7,22> 
W 1 154 <0,7,23> 
W 1 80 <0,7,24> 
W 1 242 <0,7,25> 
W 1 91 <1,25,24> 
W 1 65 <1,25,25> 
W 1 4 <0,7,26> 
W 1 37 <0,7,27> 
W 1 1070 <0,7,28> 
W 1 106 <0,7,29> 
W 1 2 <0,7,30> 
S <0,7> Used 
W 1 175 <1,25,26> 
S <0,26> Active1 
W 1 0 <0,26,0> 
B <0,16> 
M 1 613 <0,26,1> 
M 1 984 <0,26,2> 
M 1 633 <0,26,3> 
M 1 1105 <0,26,4> 
M 1 985 <0,26,5> 
M 1 603 <0,26,6> 
M 1 1120 <0,26,7> 
M 1 1049 <0,26,8> 
M 1 495 <0,26,9> 
M 1 1085 <0,26,10> 
M 1 115 <0,26,11> 
M 1 562 <0,26,12> 
M 1 763 <0,26,13> 
M 1 100 <0,26,14> 
M 1 475 <0,26,15> 
M 1 167 <0,26,16> 
M 1 709 <0,26,17> 
M 1 362 <0,26,18> 
M 1 559 <0,26,19> 
M 1 199 <0,26,20> 
M 1 288 <0,26,21> 
E <0,16> 
G <0,16> 
W 1 54 <1,25,27> 
W 1 9 <1,25,28> 
W 1 313 <0,26,22> 
W 1 1 <0,26,23> 
W 1 2 <1,25,29> 
W 1 91 <1,25,30> 
S <1,25> Used 
W 1 560 <0,26,24> 
W 1 62 <0,26,25> 
S <1,1> Active1 
W 1 5 <1,1,0> 
B <1,8> 
M 1 941 <1,1,1> 
M 1 527 <1,1,2> 
M 1 528 <1,1,3> 
M 1 531 <1,1,4> 
M 1 532 <1,1,5> 
M 1 533 <1,1,6> 
M 1 534 <1,1,7> 
M 1 535 <1,1,8> 
M 1 537 <1,1,9> 
M 1 538 <1,1,10> 
M 1 541 <1,1,11> 
M 1 543 <1,1,12> 
M 1 544 <1,1,13> 
M 1 546 <1,1,14> 
M 1 552 <1,1,15> 
M 1 556 <1,1,16> 
M 1 557 <1,1,17> 
M 1 340 <1,1,18> 
M 1 246 <1,1,19> 
M 1 69 <1,1,20> 
M 1 55 <1,1,21> 
E <1,8> 
G <1,8> 
W 1 139 <0,26,26> 
W 1 6 <0,26,27> 
W 1 209 <1,1,22> 
W 1 19 <1,1,23> 
W 1 0 <1,1,24> 
W 1 1 <1,1,25> 
W 1 2 <0,26,28> 
W 1 301 <1,1,26> 
W 1 393 <0,26,29> 
W 1 4 <1,1,27> 
W 1 235 <0,26,30> 
S <0,26> Used 
W 1 446 <1,1,28> 
S <0,27> Active1 
W 1 105 <0,27,0> 
B <0,6> 
M 1 174 <0,27,1> 
M 1 172 <0,27,2> 
M 1 655 <0,27,3> 
M 1 677 <0,27,4> 
M 1 208 <0,27,5> 
M 1 129 <0,27,6> 
M 1 328 <0,27,7> 
M 1 375 <0,27,8> 
M 1 364 <0,27,9> 
M 1 464 <0,27,10> 
M 1 524 <0,27,11> 
M 1 1046 <0,27,12> 
M 1 553 <0,27,13> 
M 1 93 <0,27,14> 
M 1 722 <0,27,15> 
M 1 182 <0,27,16> 
M 1 205 <0,27,17> 
M 1 272 <0,27,18> 
M 1 285 <0,27,19> 
M 1 1056 <0,27,20> 
M 1 436 <0,27,21> 
E <0,6> 
G <0,6> 
W 1 237 <1,1,29> 
W 1 169 <1,1,30> 
S <1,1> Used 
W 1 2 <0,27,22> 
W 1 219 <0,27,23> 
S <1,8> Active1 
W 1 43 <1,8,0> 
W 1 208 <1,8,1> 
B <1,5> 
M 1 473 <1,8,2> 
M 1 466 <1,8,3> 
M 1 467 <1,8,4> 
M 1 468 <1,8,5> 
M 1 470 <1,8,6> 
